user_id,amount,location_latitude,location_longitude,last_location_latitude,last_location_longitude,device,last_device,ip_address,last_ip,transaction_time,failed_logins,rapid_transactions,fraud_label
user123,600,40.76770900013117,-74.18405743566726,40.96670968151009,-74.14445323586955,DeviceB,DeviceB,192.168.0.37,192.168.0.178,1741969459,3,0,1
user123,300,40.992602262944274,-73.99357868415636,40.77729325340884,-74.04696999668626,DeviceB,DeviceB,192.168.0.191,192.168.0.177,1741969459,3,1,0
user123,1000,40.91452180493565,-73.96588942937204,40.87639712358938,-74.1621399604346,DeviceA,DeviceB,192.168.0.66,192.168.0.112,1741969459,2,0,1
user123,1000,40.71513460524055,-74.05921023734373,40.80542013218514,-74.09489701335136,DeviceA,DeviceB,192.168.0.208,192.168.0.80,1741969459,2,0,1
user123,300,40.74971402349265,-74.03844542761057,40.73922619459685,-74.00738602784165,DeviceB,DeviceA,192.168.0.65,192.168.0.62,1741969459,1,0,0
user123,600,40.76551666645533,-73.96803808192452,40.91945840385397,-74.15586071915847,DeviceB,DeviceB,192.168.0.134,192.168.0.212,1741969459,0,1,0
user123,100,40.937783893093716,-74.12169937080209,40.974583136612424,-74.04241906144624,DeviceB,DeviceB,192.168.0.162,192.168.0.42,1741969459,3,1,0
user123,200,40.82566269420137,-74.09008534032174,40.763148430625165,-74.08152171621516,DeviceB,DeviceA,192.168.0.192,192.168.0.82,1741969459,0,1,1
user123,100,40.98393474528196,-74.14934927994585,40.78360561235606,-74.12047894060294,DeviceA,DeviceA,192.168.0.176,192.168.0.85,1741969459,2,1,0
user123,1000,40.86048377457359,-74.16847733907625,40.952090161154366,-73.99336592340305,DeviceB,DeviceB,192.168.0.141,192.168.0.143,1741969459,2,1,1
user123,300,40.94739856478465,-74.06096075637923,40.994737416751235,-73.96621253583208,DeviceB,DeviceB,192.168.0.206,192.168.0.25,1741969459,1,1,0
user123,100,40.73131467382008,-74.07889417821393,40.83511386686582,-74.04101161388309,DeviceA,DeviceB,192.168.0.36,192.168.0.119,1741969459,2,0,1
user123,100,40.85305426089587,-74.11266020147133,40.70397467976838,-73.92073322052815,DeviceB,DeviceA,192.168.0.132,192.168.0.102,1741969459,1,0,1
user123,600,40.74840797129569,-74.15230335563453,40.80639294768012,-74.12792335277837,DeviceA,DeviceA,192.168.0.174,192.168.0.49,1741969459,0,0,1
user123,600,40.97641326749799,-73.92134662328503,40.72301209733536,-74.09597888369787,DeviceA,DeviceB,192.168.0.27,192.168.0.209,1741969459,3,1,1
user123,200,40.88502052785457,-73.96425019058256,40.73571425585834,-74.17961051176948,DeviceB,DeviceA,192.168.0.187,192.168.0.207,1741969459,0,1,0
user123,300,40.83739532579073,-74.14899307082649,40.857170414267884,-74.07410469061129,DeviceA,DeviceB,192.168.0.243,192.168.0.214,1741969459,0,1,0
user123,1000,40.87329276275787,-73.96875962004438,40.7147209521079,-74.14652236081083,DeviceA,DeviceA,192.168.0.133,192.168.0.177,1741969459,1,1,1
user123,300,40.76824072007447,-74.14624573249147,40.7248756761281,-74.19356348356337,DeviceB,DeviceA,192.168.0.200,192.168.0.90,1741969459,1,0,1
user123,300,40.77872674520051,-73.9345109164828,40.797082026665336,-73.97386469032759,DeviceA,DeviceA,192.168.0.28,192.168.0.4,1741969459,2,1,1
user123,600,40.99014521112524,-73.96497442104113,40.77648532482748,-74.15748107726816,DeviceB,DeviceA,192.168.0.81,192.168.0.237,1741969459,0,1,1
user123,600,40.901141921156324,-74.00039829396921,40.756576377064036,-74.10689970071394,DeviceA,DeviceA,192.168.0.172,192.168.0.144,1741969459,1,1,1
user123,100,40.76950036803218,-74.12643411929929,40.72950750982,-74.01555307526873,DeviceA,DeviceB,192.168.0.226,192.168.0.250,1741969459,2,1,0
user123,600,40.7086234174386,-74.01089751217634,40.8283897625968,-74.05557603293514,DeviceB,DeviceA,192.168.0.195,192.168.0.227,1741969459,0,0,1
user123,600,40.93724267037484,-74.11516213960338,40.72491056033611,-74.05874805632843,DeviceB,DeviceB,192.168.0.47,192.168.0.55,1741969459,3,1,1
user123,100,40.94881062300087,-73.99087798597277,40.83309435212454,-73.99072669773902,DeviceB,DeviceB,192.168.0.219,192.168.0.59,1741969459,2,1,0
user123,200,40.748596668239244,-74.08253011554334,40.89107280414278,-74.10316913166874,DeviceA,DeviceB,192.168.0.188,192.168.0.90,1741969459,3,0,0
user123,1000,40.839843578279705,-74.1009030799218,40.88928985095947,-74.17677404892065,DeviceB,DeviceB,192.168.0.11,192.168.0.22,1741969459,2,1,0
user123,600,40.72755913521471,-73.90548299159897,40.85204063136236,-73.93510760280947,DeviceA,DeviceB,192.168.0.228,192.168.0.242,1741969459,3,1,0
user123,600,40.827487393263176,-73.96513911617964,40.992558495091394,-74.12966336645472,DeviceA,DeviceB,192.168.0.38,192.168.0.167,1741969459,3,0,1
user123,300,40.9618978883113,-74.09808960214865,40.82441661056649,-74.1968870952221,DeviceA,DeviceA,192.168.0.84,192.168.0.108,1741969459,3,0,0
user123,600,40.80103739398259,-73.92946099602827,40.95610031161733,-73.96448422780237,DeviceA,DeviceA,192.168.0.110,192.168.0.182,1741969459,3,1,1
user123,100,40.96855754760645,-74.14281330897408,40.730760014536784,-74.02415679966472,DeviceA,DeviceB,192.168.0.117,192.168.0.112,1741969459,3,0,1
user123,300,40.86835551498612,-74.15743312970986,40.903963064018896,-74.07434984551479,DeviceB,DeviceA,192.168.0.226,192.168.0.26,1741969459,2,1,0
user123,300,40.87461595924549,-73.90174882683651,40.806962529038074,-73.96434476298452,DeviceB,DeviceB,192.168.0.1,192.168.0.109,1741969459,1,1,0
user123,1000,40.962897475766944,-73.98918462039397,40.88689395428277,-73.92666348271838,DeviceB,DeviceA,192.168.0.218,192.168.0.215,1741969459,0,1,1
user123,100,40.99775374217772,-73.91197050783988,40.841843210929824,-73.98847201897033,DeviceB,DeviceA,192.168.0.228,192.168.0.68,1741969459,3,1,0
user123,1000,40.770121359552924,-74.07801972459605,40.736194064912986,-74.14620505598968,DeviceA,DeviceB,192.168.0.103,192.168.0.96,1741969459,2,0,0
user123,100,40.88534440951574,-74.18439739721939,40.99079864387213,-74.02777508431038,DeviceB,DeviceB,192.168.0.86,192.168.0.172,1741969459,2,0,0
user123,200,40.722680959830726,-74.04843579746328,40.93054680040301,-73.9260434133362,DeviceA,DeviceA,192.168.0.251,192.168.0.241,1741969459,2,1,0
user123,200,40.7132312613359,-74.09053914944631,40.921971779252125,-74.16001033807707,DeviceA,DeviceB,192.168.0.190,192.168.0.78,1741969459,1,1,0
user123,600,40.91277268151163,-74.13660370634254,40.888473126818766,-73.915923940767,DeviceA,DeviceA,192.168.0.96,192.168.0.3,1741969459,0,1,1
user123,1000,40.70766994273756,-74.07545670769251,40.71095589837743,-74.0703491979358,DeviceB,DeviceA,192.168.0.186,192.168.0.56,1741969459,2,0,0
user123,300,40.82387888346851,-73.96611342459602,40.92735468919145,-74.11971046871086,DeviceA,DeviceB,192.168.0.96,192.168.0.124,1741969459,2,0,0
user123,1000,40.79737767217929,-74.0791826389248,40.905405544709836,-73.9735639312623,DeviceB,DeviceB,192.168.0.65,192.168.0.131,1741969459,1,1,0
user123,200,40.702029206366795,-74.16004357086099,40.70279197815077,-74.03442578859527,DeviceA,DeviceB,192.168.0.82,192.168.0.7,1741969459,3,0,1
user123,200,40.794650378373454,-74.13142389441248,40.987697281865145,-74.09395588966234,DeviceA,DeviceB,192.168.0.150,192.168.0.149,1741969459,1,0,0
user123,600,40.85604625771862,-74.06778515141588,40.91471760748328,-74.18577185671506,DeviceA,DeviceB,192.168.0.193,192.168.0.36,1741969459,3,1,1
user123,300,40.95554672193694,-74.18423575749007,40.8223433980831,-74.00295514358815,DeviceB,DeviceB,192.168.0.92,192.168.0.71,1741969459,0,0,0
user123,300,40.78387027699665,-74.15995128854621,40.76893621497228,-74.13134733082484,DeviceB,DeviceB,192.168.0.47,192.168.0.124,1741969459,1,1,1
user123,1000,40.8320689193411,-74.15778437156764,40.81576042565433,-74.05736113667437,DeviceA,DeviceA,192.168.0.108,192.168.0.104,1741969459,3,1,1
user123,1000,40.73480372820933,-73.93609224993091,40.72610973969265,-74.01127300673438,DeviceA,DeviceA,192.168.0.51,192.168.0.159,1741969459,0,0,1
user123,100,40.74906691200797,-74.16318999374134,40.8652425243699,-74.10208506389122,DeviceB,DeviceB,192.168.0.31,192.168.0.140,1741969459,0,0,0
user123,200,40.943252126288975,-74.12901145904893,40.95720325136484,-74.19644823087623,DeviceB,DeviceB,192.168.0.36,192.168.0.140,1741969459,3,1,1
user123,200,40.856141555123735,-73.99775062874537,40.90703690048438,-74.01631114828044,DeviceB,DeviceB,192.168.0.238,192.168.0.88,1741969459,1,0,1
user123,200,40.705114305776945,-74.05434846695977,40.833291914005514,-73.99324696380992,DeviceA,DeviceB,192.168.0.96,192.168.0.37,1741969459,0,0,1
user123,600,40.788729762462374,-73.96341040054097,40.96503062496134,-74.15188391061474,DeviceA,DeviceB,192.168.0.142,192.168.0.101,1741969459,1,1,1
user123,100,40.93533170059359,-73.91653830600491,40.95183966332452,-73.96783407598926,DeviceB,DeviceA,192.168.0.12,192.168.0.185,1741969459,0,1,0
user123,1000,40.84063029495368,-73.94306800180233,40.8838893474381,-73.91311226275563,DeviceA,DeviceB,192.168.0.27,192.168.0.21,1741969459,2,1,1
user123,1000,40.90527881991398,-74.04421413797333,40.824168184226544,-73.97177043039437,DeviceA,DeviceB,192.168.0.184,192.168.0.200,1741969459,2,1,1
user123,100,40.93787397679078,-74.04696659575883,40.883733873716636,-73.97295696845427,DeviceB,DeviceA,192.168.0.241,192.168.0.143,1741969459,3,1,1
user123,300,40.77120936900708,-74.14782819983988,40.77167568529631,-74.02014805736107,DeviceB,DeviceB,192.168.0.224,192.168.0.241,1741969459,0,1,1
user123,200,40.786416956695355,-73.98615028763105,40.724238459403914,-73.96688516961333,DeviceA,DeviceA,192.168.0.80,192.168.0.110,1741969459,1,0,0
user123,200,40.99330963428177,-74.13070859363164,40.99408474776467,-74.06239159633449,DeviceA,DeviceA,192.168.0.149,192.168.0.67,1741969459,3,1,1
user123,200,40.88295467491358,-73.98547463902368,40.90050716403152,-73.93887494569036,DeviceB,DeviceA,192.168.0.3,192.168.0.136,1741969459,2,0,0
user123,600,40.884040124775794,-74.00662514083228,40.797223718618355,-74.0918233170153,DeviceB,DeviceB,192.168.0.118,192.168.0.18,1741969459,0,1,0
user123,200,40.77400068337045,-74.00605521907862,40.720823138554074,-74.06055388739018,DeviceB,DeviceA,192.168.0.58,192.168.0.105,1741969459,2,1,0
user123,600,40.95185025183112,-74.08605425831195,40.97466281700901,-73.99621099795544,DeviceB,DeviceB,192.168.0.117,192.168.0.32,1741969459,1,1,0
user123,1000,40.88211374404674,-74.0692645004817,40.831179607539596,-74.03789054960704,DeviceA,DeviceB,192.168.0.224,192.168.0.181,1741969459,0,1,0
user123,300,40.73983014552541,-74.03557670976417,40.79402690848018,-73.93053061163386,DeviceB,DeviceA,192.168.0.204,192.168.0.173,1741969459,0,1,1
user123,300,40.901411233134255,-74.07502469341901,40.70490978760455,-74.05237985693302,DeviceB,DeviceB,192.168.0.192,192.168.0.149,1741969459,2,0,1
user123,300,40.971627310059255,-74.11040819133791,40.752998815968894,-74.09308279498258,DeviceB,DeviceB,192.168.0.176,192.168.0.231,1741969459,3,0,1
user123,600,40.897707968522184,-73.90845111415634,40.82630542303536,-74.0415929037353,DeviceA,DeviceB,192.168.0.138,192.168.0.12,1741969459,0,1,0
user123,200,40.7953515117014,-74.14028173546353,40.91936596806467,-73.99102665087194,DeviceA,DeviceB,192.168.0.145,192.168.0.160,1741969459,1,0,1
user123,600,40.956101524247394,-74.02238630808887,40.723789092016226,-73.96293760979023,DeviceB,DeviceB,192.168.0.254,192.168.0.254,1741969459,1,0,1
user123,1000,40.7315288353247,-73.90425870940328,40.789642023346246,-74.03522426013622,DeviceA,DeviceB,192.168.0.192,192.168.0.72,1741969459,1,0,1
user123,300,40.81207222344744,-74.09251258881194,40.93155362884383,-73.96792080939348,DeviceA,DeviceB,192.168.0.78,192.168.0.247,1741969459,2,0,0
user123,200,40.84694091548024,-74.17852564787961,40.80027448164041,-74.06057545936665,DeviceA,DeviceA,192.168.0.245,192.168.0.100,1741969459,3,1,1
user123,200,40.909315584155586,-74.03117856853893,40.933214147916615,-73.93853902806102,DeviceA,DeviceA,192.168.0.25,192.168.0.127,1741969459,2,0,1
user123,1000,40.85419048123037,-74.05959597899327,40.89394706269011,-74.10390140928168,DeviceB,DeviceB,192.168.0.26,192.168.0.153,1741969459,2,1,1
user123,100,40.71982336895241,-74.00837341231356,40.87344267679341,-73.97704135295407,DeviceB,DeviceA,192.168.0.202,192.168.0.7,1741969459,2,0,1
user123,300,40.76456166334875,-73.95287616773967,40.73357640650635,-73.95098372546767,DeviceB,DeviceB,192.168.0.21,192.168.0.153,1741969459,0,1,0
user123,1000,40.74308925408972,-74.0181233100724,40.762462426700054,-73.99154273117868,DeviceB,DeviceB,192.168.0.151,192.168.0.150,1741969459,2,0,0
user123,300,40.83353449620006,-73.98975139573163,40.8483205184868,-73.93090897388373,DeviceB,DeviceA,192.168.0.254,192.168.0.148,1741969459,0,0,0
user123,200,40.8879815038945,-74.00406083963225,40.99497691574983,-73.9904094133835,DeviceB,DeviceA,192.168.0.250,192.168.0.202,1741969459,0,0,0
user123,600,40.73378450121954,-74.05755681842003,40.94527006471254,-73.96284606577206,DeviceB,DeviceA,192.168.0.160,192.168.0.12,1741969459,0,1,0
user123,600,40.7537952666459,-73.91892521721243,40.94424816081624,-74.15070232981151,DeviceA,DeviceB,192.168.0.92,192.168.0.192,1741969459,2,0,1
user123,1000,40.78539673566189,-73.9949972258105,40.75683739414464,-74.1980483899203,DeviceA,DeviceB,192.168.0.206,192.168.0.166,1741969459,3,1,0
user123,200,40.796577046618566,-73.95587695932143,40.75107217454525,-74.02545605529464,DeviceA,DeviceA,192.168.0.43,192.168.0.130,1741969459,3,1,0
user123,600,40.79342535683869,-74.104151916608,40.87360774466239,-73.9023578535982,DeviceB,DeviceB,192.168.0.86,192.168.0.16,1741969459,1,0,0
user123,200,40.99392381344119,-74.01532750147483,40.74035591761532,-74.102267051125,DeviceB,DeviceA,192.168.0.199,192.168.0.206,1741969459,1,1,0
user123,100,40.921447665764155,-73.98683510821263,40.86655121013159,-73.97164739504811,DeviceB,DeviceB,192.168.0.55,192.168.0.88,1741969459,2,0,1
user123,600,40.72592620705634,-74.12969208286675,40.774751700428915,-74.10230383872796,DeviceA,DeviceB,192.168.0.243,192.168.0.193,1741969459,1,1,0
user123,600,40.95986254702753,-73.91758286882428,40.925717532273715,-74.11405687275818,DeviceA,DeviceB,192.168.0.252,192.168.0.203,1741969459,0,1,0
user123,300,40.73400276268033,-74.11431284052846,40.879368333956464,-73.98626261847443,DeviceB,DeviceB,192.168.0.205,192.168.0.225,1741969459,0,1,1
user123,200,40.707117808903654,-73.91126055637629,40.83085564413615,-74.03135307515998,DeviceA,DeviceB,192.168.0.128,192.168.0.218,1741969459,0,0,0
user123,100,40.86301193714871,-74.09301890735618,40.91546194769208,-73.96151212315094,DeviceA,DeviceB,192.168.0.244,192.168.0.189,1741969459,2,1,1
user123,200,40.98548135792186,-74.0734877743292,40.79395413969012,-73.91724167125511,DeviceB,DeviceA,192.168.0.245,192.168.0.109,1741969459,3,1,0
user123,1000,40.77251400283542,-74.07044667661256,40.86129705884314,-73.9087230129677,DeviceB,DeviceB,192.168.0.222,192.168.0.247,1741969459,0,1,0
user123,300,40.833282524172,-74.05997308524812,40.94696134143419,-73.98991863078899,DeviceB,DeviceA,192.168.0.229,192.168.0.154,1741969459,2,0,0
user123,600,40.81464957903902,-74.0790656551884,40.953385699691005,-73.97309709792795,DeviceA,DeviceB,192.168.0.168,192.168.0.24,1741969459,3,1,1
user123,1000,40.96352862072102,-74.05458397866843,40.86028237361026,-74.04906397087316,DeviceB,DeviceB,192.168.0.58,192.168.0.250,1741969459,1,0,1
user123,200,40.880321697589096,-74.12655489583038,40.8761401564034,-74.17483065026194,DeviceA,DeviceB,192.168.0.113,192.168.0.137,1741969459,2,1,0
user123,100,40.85803868533667,-74.1543730702212,40.762589856718904,-74.13138653799757,DeviceA,DeviceA,192.168.0.250,192.168.0.247,1741969459,2,1,1
user123,200,40.936589499452026,-74.16675608690588,40.959294208194535,-73.92318482230515,DeviceB,DeviceB,192.168.0.27,192.168.0.51,1741969459,0,1,1
user123,200,40.88823832650703,-73.90590876649838,40.933474242073245,-73.93058420834063,DeviceB,DeviceB,192.168.0.41,192.168.0.255,1741969459,1,0,1
user123,1000,40.98584346916429,-73.93029204826203,40.95643502701284,-74.02902930124952,DeviceB,DeviceB,192.168.0.242,192.168.0.50,1741969459,3,0,1
user123,1000,40.903322029008024,-74.0690837481174,40.722481071501804,-73.9611318753886,DeviceB,DeviceA,192.168.0.55,192.168.0.153,1741969459,1,0,1
user123,300,40.91874770602112,-74.1241188934167,40.74115374476228,-74.02054932427043,DeviceB,DeviceB,192.168.0.112,192.168.0.252,1741969459,0,0,0
user123,600,40.861750188749525,-73.91511902676449,40.70388263792065,-73.93748216977336,DeviceB,DeviceB,192.168.0.211,192.168.0.11,1741969459,1,0,0
user123,200,40.76055848124742,-73.92068763230247,40.98565513360417,-74.05853535100228,DeviceA,DeviceA,192.168.0.124,192.168.0.218,1741969459,0,1,0
user123,200,40.92072137088737,-74.10029528658187,40.82291385264534,-73.93024691887862,DeviceA,DeviceB,192.168.0.216,192.168.0.151,1741969459,2,1,0
user123,100,40.85648085472669,-73.95917830814496,40.736080710843396,-74.12459031347002,DeviceB,DeviceB,192.168.0.229,192.168.0.207,1741969459,2,1,0
user123,200,40.810241021442955,-74.02714754601173,40.937296780458865,-73.96417547766373,DeviceB,DeviceA,192.168.0.56,192.168.0.66,1741969459,3,0,1
user123,300,40.87655476616129,-73.971063296496,40.80491965097104,-73.91979715058214,DeviceA,DeviceB,192.168.0.136,192.168.0.234,1741969459,3,1,0
user123,1000,40.7594172172157,-74.06466867291041,40.79390684124167,-73.93961049131697,DeviceB,DeviceA,192.168.0.37,192.168.0.162,1741969459,1,1,1
user123,100,40.739118326763666,-74.02641999439969,40.85563254379742,-74.1613533946497,DeviceA,DeviceB,192.168.0.62,192.168.0.150,1741969459,3,0,1
user123,200,40.840506672689116,-74.14481956932468,40.95339742238914,-74.15442145546464,DeviceB,DeviceB,192.168.0.70,192.168.0.77,1741969459,0,0,1
user123,200,40.75397253099552,-73.91976582662178,40.81007906122605,-73.91503961195647,DeviceA,DeviceB,192.168.0.118,192.168.0.226,1741969459,1,1,0
user123,1000,40.764771515657024,-74.01834663419807,40.95139030269706,-74.1761898969104,DeviceB,DeviceA,192.168.0.67,192.168.0.19,1741969459,1,1,1
user123,300,40.71279490501429,-73.99332313716359,40.85634534090066,-74.03054122015152,DeviceA,DeviceA,192.168.0.97,192.168.0.72,1741969459,3,1,0
user123,1000,40.942306627459025,-73.94484489003453,40.7952457147992,-74.18462140374398,DeviceA,DeviceA,192.168.0.94,192.168.0.188,1741969459,3,1,1
user123,1000,40.95644862708896,-74.13770185959002,40.89334236192915,-73.92389269795491,DeviceA,DeviceA,192.168.0.227,192.168.0.74,1741969459,0,1,1
user123,200,40.924873888988664,-74.09542492009102,40.85436618067638,-74.06484083908707,DeviceB,DeviceA,192.168.0.129,192.168.0.213,1741969459,2,0,1
user123,300,40.72842800404298,-74.07683139190239,40.806573524782856,-74.13755201128673,DeviceA,DeviceA,192.168.0.9,192.168.0.66,1741969459,1,0,0
user123,100,40.78247367065997,-74.04743222653897,40.757231024248554,-74.02963375897936,DeviceB,DeviceA,192.168.0.78,192.168.0.95,1741969459,3,0,0
user123,600,40.950272750058346,-74.0771149836572,40.84781323936406,-73.93939731855538,DeviceB,DeviceB,192.168.0.118,192.168.0.118,1741969459,0,0,0
user123,300,40.746315801308484,-74.03517581527434,40.987826785780726,-74.04935578413225,DeviceA,DeviceB,192.168.0.59,192.168.0.122,1741969459,2,1,1
user123,200,40.89657120212944,-74.03745497974019,40.72433957736935,-73.92390247517824,DeviceB,DeviceA,192.168.0.89,192.168.0.86,1741969459,3,0,0
user123,200,40.94111902715695,-74.10830670117637,40.90820805237658,-73.9648548447366,DeviceA,DeviceB,192.168.0.36,192.168.0.222,1741969459,2,1,0
user123,100,40.927931867621695,-73.90187477691838,40.71762499890197,-74.11842155776422,DeviceA,DeviceB,192.168.0.221,192.168.0.120,1741969459,1,1,0
user123,300,40.91123473312015,-74.00150782065073,40.90340278301155,-74.13373797308843,DeviceA,DeviceB,192.168.0.132,192.168.0.244,1741969459,0,0,0
user123,1000,40.86316594902772,-73.9255648612454,40.91873480488823,-74.009115444353,DeviceA,DeviceB,192.168.0.162,192.168.0.222,1741969459,3,0,1
user123,200,40.92195373163329,-74.17019823909851,40.71366127762605,-74.19692335458143,DeviceB,DeviceA,192.168.0.140,192.168.0.112,1741969459,1,1,0
user123,1000,40.91070623329225,-74.11415492770719,40.93359862440532,-73.9787672063337,DeviceB,DeviceB,192.168.0.251,192.168.0.181,1741969459,0,1,1
user123,300,40.86079338853367,-74.13504081471798,40.8965679052625,-74.00335705515202,DeviceB,DeviceA,192.168.0.84,192.168.0.253,1741969459,2,1,0
user123,200,40.859864716627946,-74.09826862451729,40.91671576905997,-73.92227749317254,DeviceA,DeviceA,192.168.0.146,192.168.0.247,1741969459,2,0,0
user123,100,40.77345111023896,-73.99990932668413,40.96253226001534,-74.13141431107887,DeviceA,DeviceA,192.168.0.14,192.168.0.72,1741969459,3,1,0
user123,600,40.709581767052434,-73.99525974174902,40.988510303692486,-74.00093736048272,DeviceB,DeviceB,192.168.0.107,192.168.0.177,1741969459,0,1,0
user123,600,40.84997395210211,-74.17378732506764,40.96754604667898,-74.1957060420263,DeviceA,DeviceA,192.168.0.73,192.168.0.201,1741969459,1,0,0
user123,600,40.90371612493743,-73.99251575082651,40.98813623633441,-74.09439806334252,DeviceB,DeviceB,192.168.0.207,192.168.0.64,1741969459,0,0,1
user123,300,40.901110719332635,-74.12287786383337,40.824880396719294,-73.96788959291705,DeviceB,DeviceA,192.168.0.231,192.168.0.30,1741969459,2,1,0
user123,600,40.916613747951565,-74.13052649115532,40.81511011167546,-73.94923673017949,DeviceA,DeviceA,192.168.0.98,192.168.0.240,1741969459,3,1,0
user123,100,40.70593802844492,-73.92092798684405,40.84076106495527,-73.92535076218884,DeviceB,DeviceB,192.168.0.204,192.168.0.43,1741969459,1,0,1
user123,1000,40.937331679468485,-74.0933647892866,40.768015411420436,-74.16666138693158,DeviceB,DeviceA,192.168.0.124,192.168.0.34,1741969459,2,0,0
user123,600,40.938999844025645,-74.05070433496134,40.737130103514644,-74.1010549159269,DeviceB,DeviceB,192.168.0.18,192.168.0.220,1741969459,1,1,1
user123,100,40.72776741918139,-74.19687799562571,40.7227913599091,-73.93321564066284,DeviceB,DeviceB,192.168.0.166,192.168.0.56,1741969459,1,0,1
